,cell_type
18147,TAM 1
18148,Proliferating TAM
18149,TAM 1
18150,TAM 1
18151,TAM 1
18152,TAM 1
18153,TAM 1
18154,Tcells 1
18155,TAM 2
18156,TAM 2
18157,TAM 1
18158,Mono 2
18159,Tcells 1
18160,Tcells 1
18161,TAM 4
18162,TAM 1
18163,Tcells 1
18164,TAM 1
18165,TAM 3
18166,TAM 1
18167,Treg
18168,Mono 1
18169,Mono 2
18170,TAM 1
18171,Treg
18172,TAM 1
18173,TAM 2
18174,TAM 1
18175,TAM 2
18176,Tcells 2
18177,Tcells 1
18178,TAM 1
18179,Proliferating TAM
18180,Treg
18181,TAM 4
18182,Proliferating TAM
18183,TAM 1
18184,TAM 2
18185,TAM 1
18186,TAM 1
18187,TAM 4
18188,TAM 2
18189,TAM 3
18190,TAM 2
18191,TAM 1
18192,Tcells 1
18193,Mono 2
18194,Tcells 1
18195,TAM 2
18196,Tcells 2
18197,cDC2
18198,TAM 1
18199,TAM 1
18200,TAM 2
18201,TAM 2
18202,cDC2
18203,TAM 1
18204,Tcells 3
18205,Mono 1
18206,TAM 1
18207,NK
18208,Proliferating TAM
18209,Proliferating TAM
18210,Mono 2
18211,Mono 1
18212,Tcells 2
18213,TAM 2
18214,TAM 1
18215,Tcells 1
18216,cDC2
18217,TAM 2
18218,Tcells 3
18219,TAM 2
18220,Mono 1
18221,TAM 1
18222,Proliferating TAM
18223,TAM 1
18224,TAM 1
18225,Mono 2
18226,Proliferating TAM
18227,TAM 1
18228,TAM 1
18229,Tcells 1
18230,Tcells 2
18231,TAM 1
18232,Proliferating TAM
18233,TAM 4
18234,Tcells 1
18235,Tcells 1
18236,Tcells 1
18237,TAM 1
18238,Proliferating T cells
18239,Tcells 1
18240,TAM 4
18241,Mono 1
18242,Mono 1
18243,cDC2
18244,TAM 1
18245,Proliferating TAM
18246,Tcells 3
18247,NK
18248,TAM 2
18249,Tcells 1
18250,TAM 1
18251,TAM 2
18252,Tcells 2
18253,TAM 1
18254,TAM 2
18255,TAM 1
18256,TAM 2
18257,TAM 1
18258,TAM 3
18259,TAM 1
18260,Mono 2
18261,TAM 1
18262,TAM 1
18263,TAM 1
18264,cDC2
18265,Proliferating TAM
18266,TAM 2
18267,TAM 1
18268,Tcells 1
18269,TAM 1
18270,Mono 1
18271,TAM 4
18272,TAM 1
18273,Mono 2
18274,TAM 1
18275,Proliferating TAM
18276,TAM 2
18277,Tcells 1
18278,TAM 1
18279,Proliferating TAM
18280,TAM 1
18281,Tcells 1
18282,TAM 2
18283,TAM 2
18284,Tcells 1
18285,NK
18286,Mono 1
18287,cDC2
18288,TAM 1
18289,TAM 2
18290,Tcells 1
18291,TAM 2
18292,Tcells 1
18293,TAM 1
18294,TAM 1
18295,TAM 1
18296,TAM 2
18297,TAM 2
18298,Tcells 1
18299,TAM 1
18300,NK
18301,TAM 1
18302,TAM 1
18303,TAM 3
18304,Treg
18305,TAM 1
18306,Mono 1
18307,Tcells 1
18308,TAM 2
18309,TAM 1
18310,TAM 1
18311,TAM 2
18312,TAM 1
18313,Tcells 1
18314,TAM 1
18315,TAM 4
18316,Tcells 1
18317,TAM 1
18318,TAM 1
18319,Proliferating TAM
18320,TAM 2
18321,TAM 2
18322,TAM 4
18323,Tcells 1
18324,Tcells 2
18325,Tcells 1
18326,Mono 1
18327,Mono 2
18328,TAM 1
18329,TAM 1
18330,TAM 1
18331,Mono 2
18332,TAM 1
18333,TAM 2
18334,Tcells 2
18335,Proliferating T cells
18336,NK
18337,Mono 2
18338,TAM 1
18339,TAM 1
18340,TAM 1
18341,Tcells 1
18342,TAM 1
18343,TAM 1
18344,TAM 2
18345,Mono 1
18346,Proliferating TAM
18347,TAM 1
18348,Tcells 2
18349,TAM 1
18350,TAM 1
18351,TAM 3
18352,TAM 3
18353,TAM 1
18354,Mono 1
18355,Mono 2
18356,TAM 3
18357,Tcells 1
18358,Tcells 1
18359,Tcells 1
18360,TAM 1
18361,Tcells 1
18362,Proliferating TAM
18363,TAM 1
18364,TAM 2
18365,TAM 1
18366,TAM 1
18367,Proliferating T cells
18368,TAM 2
18369,TAM 1
18370,TAM 1
18371,TAM 1
18372,Tcells 2
18373,TAM 1
18374,TAM 2
18375,TAM 2
18376,Mono 1
18377,TAM 1
18378,TAM 1
18379,Proliferating TAM
18380,TAM 1
18381,TAM 1
18382,TAM 1
18383,TAM 1
18384,Tcells 1
18385,Tcells 1
18386,Tcells 2
18387,NK
18388,Tcells 2
18389,TAM 1
18390,TAM 2
18391,TAM 1
18392,Tcells 1
18393,NK
18394,TAM 1
18395,cDC1
18396,TAM 4
18397,TAM 1
18398,Treg
18399,NK
18400,TAM 3
18401,TAM 1
18402,Proliferating TAM
18403,TAM 1
18404,TAM 2
18405,TAM 2
18406,Tcells 2
18407,B
18408,TAM 1
18409,TAM 1
18410,TAM 2
18411,TAM 2
18412,Proliferating T cells
18413,TAM 1
18414,Proliferating TAM
18415,Proliferating TAM
18416,TAM 2
18417,TAM 4
18418,TAM 1
18419,Tcells 1
18420,TAM 1
18421,Mono 1
18422,TAM 2
18423,TAM 2
18424,Tcells 1
18425,TAM 1
18426,Mono 2
18427,TAM 1
18428,TAM 2
18429,TAM 1
18430,Tcells 1
18431,TAM 1
18432,Tcells 1
18433,TAM 1
18434,TAM 1
18435,cDC2
18436,Treg
18437,Tcells 1
18438,TAM 1
18439,TAM 1
18440,TAM 1
18441,TAM 2
18442,TAM 1
18443,TAM 4
18444,Mono 1
18445,Tcells 2
18446,cDC2
18447,Tcells 1
18448,Tcells 1
18449,TAM 2
18450,TAM 2
18451,TAM 1
18452,NK
18453,TAM 1
18454,Tcells 1
18455,TAM 2
18456,TAM 2
18457,Mono 1
18458,TAM 2
18459,TAM 1
18460,cDC2
18461,Treg
18462,Tcells 1
18463,Tcells 1
18464,cDC2
18465,TAM 1
18466,Proliferating TAM
18467,Tcells 1
18468,TAM 1
18469,TAM 1
18470,TAM 2
18471,Tcells 1
18472,TAM 2
18473,Proliferating TAM
18474,TAM 2
18475,TAM 1
18476,Tcells 2
18477,Mono 2
18478,TAM 1
18479,TAM 1
18480,TAM 1
18481,Mono 2
18482,TAM 1
18483,TAM 4
18484,Tcells 3
18485,TAM 1
18486,Proliferating TAM
18487,Tcells 1
18488,NK
18489,TAM 1
18490,Mono 2
18491,Tcells 1
18492,TAM 2
18493,TAM 1
18494,TAM 1
18495,TAM 2
18496,Tcells 1
18497,Proliferating TAM
18498,Tcells 1
18499,TAM 2
18500,TAM 1
18501,TAM 1
18502,Tcells 1
18503,Proliferating TAM
18504,Tcells 1
18505,TAM 1
18506,Mono 2
18507,Tcells 1
18508,Tcells 1
18509,Mono 2
18510,Proliferating T cells
18511,Proliferating TAM
18512,TAM 1
18513,TAM 2
18514,Tcells 1
18515,Tcells 1
18516,Tcells 1
18517,TAM 2
18518,TAM 2
18519,Tcells 2
18520,TAM 2
18521,Mono 1
18522,Tcells 1
18523,Tcells 2
18524,TAM 1
18525,TAM 1
18526,TAM 1
18527,NK
18528,TAM 1
18529,TAM 1
18530,NK
18531,TAM 3
18532,Treg
18533,TAM 2
18534,Mono 1
18535,TAM 2
18536,TAM 1
18537,Tcells 1
18538,TAM 1
18539,TAM 1
18540,cDC2
18541,TAM 2
18542,Proliferating TAM
18543,TAM 1
18544,Tcells 1
18545,TAM 1
18546,Tcells 3
18547,Proliferating TAM
18548,NK
18549,Treg
18550,Tcells 3
18551,TAM 1
18552,TAM 4
18553,Mono 1
18554,Mono 1
18555,TAM 2
18556,TAM 1
18557,TAM 1
18558,TAM 3
18559,Tcells 2
18560,TAM 2
18561,Tcells 1
18562,Tcells 1
18563,TAM 1
18564,TAM 1
18565,Proliferating TAM
18566,Tcells 1
18567,Tcells 1
18568,cDC2
18569,TAM 1
18570,TAM 2
18571,TAM 1
18572,Treg
18573,TAM 1
18574,TAM 1
18575,Proliferating TAM
18576,Mono 1
18577,Tcells 1
18578,Proliferating TAM
18579,Tcells 1
18580,TAM 2
18581,TAM 1
18582,TAM 1
18583,TAM 1
18584,Tcells 1
18585,Proliferating TAM
18586,TAM 1
18587,Tcells 1
18588,TAM 4
18589,TAM 1
18590,TAM 2
18591,TAM 1
18592,B
18593,Mono 1
18594,TAM 2
18595,TAM 2
18596,Mono 1
18597,TAM 2
18598,TAM 1
18599,TAM 4
18600,NK
18601,TAM 1
18602,Proliferating TAM
18603,Proliferating TAM
18604,Proliferating TAM
18605,Tcells 1
18606,TAM 1
18607,Tcells 3
18608,Mono 2
18609,Proliferating TAM
18610,Mono 1
18611,Proliferating TAM
18612,Mono 1
18613,TAM 1
18614,Tcells 1
18615,Tcells 2
18616,Tcells 1
18617,TAM 1
18618,Tcells 1
18619,TAM 1
18620,TAM 1
18621,TAM 1
18622,TAM 1
18623,TAM 2
18624,TAM 2
18625,TAM 1
18626,TAM 2
18627,Mono 1
18628,TAM 1
18629,Proliferating T cells
18630,TAM 1
18631,Mono 1
18632,NK
18633,TAM 1
18634,Proliferating TAM
18635,Tcells 2
18636,Mono 1
18637,Mono 1
18638,TAM 1
18639,TAM 1
18640,Tcells 1
18641,TAM 2
18642,TAM 3
18643,TAM 1
18644,Tcells 2
18645,TAM 4
18646,Proliferating T cells
18647,TAM 1
18648,TAM 1
18649,TAM 2
18650,Tcells 1
18651,Treg
18652,Mono 1
18653,Proliferating T cells
18654,Proliferating TAM
18655,TAM 4
18656,TAM 2
18657,TAM 1
18658,TAM 4
18659,Tcells 1
18660,TAM 2
18661,TAM 2
18662,TAM 1
18663,cDC2
18664,TAM 1
18665,Tcells 1
18666,Tcells 1
18667,Tcells 1
18668,TAM 2
18669,Tcells 2
18670,NK
18671,TAM 1
18672,TAM 2
18673,Proliferating T cells
18674,TAM 4
18675,cDC2
18676,TAM 1
18677,TAM 3
18678,TAM 1
18679,Tcells 1
18680,TAM 2
18681,TAM 4
18682,TAM 1
18683,TAM 1
18684,Treg
18685,TAM 1
18686,TAM 1
18687,TAM 1
18688,Mono 1
18689,Proliferating TAM
18690,TAM 1
18691,TAM 2
18692,Tcells 1
18693,Proliferating T cells
18694,TAM 2
18695,Proliferating TAM
18696,TAM 1
18697,TAM 2
18698,TAM 1
18699,TAM 2
18700,TAM 2
18701,Tcells 1
18702,TAM 1
18703,TAM 1
18704,Tcells 1
18705,TAM 2
18706,TAM 1
18707,TAM 1
18708,Tcells 3
18709,TAM 1
18710,TAM 2
18711,TAM 1
18712,TAM 1
18713,TAM 2
18714,Tcells 1
18715,TAM 2
18716,TAM 1
18717,Tcells 1
18718,Tcells 1
18719,TAM 1
18720,TAM 4
18721,TAM 4
18722,Tcells 1
18723,Proliferating TAM
18724,TAM 1
18725,TAM 2
18726,Mono 1
18727,Tcells 2
18728,Tcells 1
18729,TAM 1
18730,TAM 2
18731,Mono 2
18732,Proliferating T cells
18733,TAM 2
18734,TAM 2
18735,Tcells 1
18736,TAM 1
18737,cDC1
18738,Tcells 1
18739,TAM 2
18740,Tcells 1
18741,TAM 1
18742,TAM 2
18743,TAM 2
18744,Proliferating TAM
18745,TAM 2
18746,Tcells 1
18747,TAM 2
18748,TAM 2
18749,TAM 1
18750,Tcells 2
18751,Tcells 2
18752,Tcells 1
18753,TAM 1
18754,Tcells 1
18755,TAM 1
18756,NK
18757,TAM 1
18758,TAM 1
18759,TAM 4
18760,TAM 2
18761,cDC2
18762,TAM 1
18763,TAM 1
18764,TAM 4
18765,TAM 1
18766,TAM 4
18767,TAM 2
18768,TAM 1
18769,cDC1
18770,Tcells 1
18771,Mono 2
18772,TAM 1
18773,Tcells 2
18774,Tcells 1
18775,TAM 2
18776,TAM 2
18777,TAM 1
18778,TAM 2
18779,Mono 1
18780,TAM 1
18781,Proliferating TAM
18782,TAM 2
18783,TAM 2
18784,TAM 1
18785,cDC1
18786,Tcells 1
18787,TAM 1
18788,Proliferating T cells
18789,TAM 1
18790,TAM 1
18791,TAM 1
18792,cDC2
18793,TAM 1
18794,TAM 1
18795,TAM 1
18796,TAM 1
18797,TAM 1
18798,TAM 2
18799,TAM 1
18800,TAM 1
18801,TAM 3
18802,Mono 2
18803,Tcells 1
18804,TAM 2
18805,TAM 1
18806,TAM 2
18807,TAM 2
18808,Tcells 2
18809,NK
18810,Proliferating T cells
18811,Tcells 1
18812,TAM 1
18813,TAM 2
18814,TAM 1
18815,Tcells 1
18816,TAM 2
18817,TAM 2
18818,TAM 1
18819,TAM 1
18820,Tcells 1
18821,TAM 2
18822,TAM 1
18823,TAM 2
18824,TAM 2
18825,TAM 1
18826,TAM 1
18827,Proliferating TAM
18828,cDC2
18829,Proliferating TAM
18830,TAM 1
18831,TAM 1
18832,TAM 1
18833,Treg
18834,TAM 2
18835,TAM 1
18836,Mono 1
18837,TAM 1
18838,TAM 2
18839,Proliferating TAM
18840,Tcells 1
18841,Tcells 1
18842,Tcells 2
18843,TAM 2
18844,Mono 1
18845,Proliferating TAM
18846,TAM 1
18847,TAM 2
18848,TAM 1
18849,TAM 2
18850,TAM 1
18851,TAM 1
18852,Tcells 1
18853,TAM 1
18854,TAM 3
18855,TAM 2
18856,TAM 1
18857,Mono 2
18858,NK
18859,TAM 1
18860,TAM 1
18861,TAM 2
18862,Proliferating TAM
18863,NK
18864,Mono 2
18865,Mono 1
18866,Tcells 2
18867,TAM 2
18868,TAM 2
18869,Tcells 1
18870,TAM 1
18871,cDC2
18872,TAM 1
18873,TAM 1
18874,TAM 1
18875,TAM 4
18876,TAM 1
18877,TAM 1
18878,TAM 4
18879,TAM 1
18880,Mono 1
18881,TAM 2
18882,TAM 1
18883,Proliferating TAM
18884,cDC1
18885,TAM 1
18886,Tcells 1
18887,TAM 4
18888,TAM 2
18889,TAM 4
18890,TAM 1
18891,Tcells 1
18892,TAM 1
18893,Tcells 1
18894,Tcells 3
18895,Proliferating TAM
18896,Tcells 2
18897,Proliferating TAM
18898,TAM 2
18899,TAM 3
18900,Tcells 1
18901,Tcells 1
18902,Proliferating TAM
18903,Tcells 3
18904,Tcells 3
18905,TAM 1
18906,TAM 2
18907,TAM 1
18908,Tcells 1
18909,TAM 4
18910,Tcells 1
18911,Tcells 1
18912,TAM 1
18913,TAM 2
18914,Mono 2
18915,Tcells 1
18916,TAM 1
18917,TAM 1
18918,TAM 1
18919,TAM 2
18920,TAM 1
18921,Proliferating TAM
18922,TAM 2
18923,Tcells 1
18924,Tcells 2
18925,Tcells 1
18926,Tcells 2
18927,TAM 2
18928,TAM 2
18929,TAM 2
18930,Proliferating TAM
18931,TAM 1
18932,NK
18933,NK
18934,TAM 1
18935,Tcells 1
18936,Tcells 2
18937,Tcells 1
18938,TAM 1
18939,Proliferating TAM
18940,Proliferating TAM
18941,TAM 1
18942,Proliferating TAM
18943,TAM 1
18944,TAM 1
18945,cDC2
18946,TAM 1
18947,TAM 3
18948,TAM 2
18949,TAM 2
18950,Tcells 3
18951,TAM 1
18952,Treg
18953,Tcells 2
18954,B
18955,TAM 2
18956,Proliferating TAM
18957,TAM 2
18958,TAM 2
18959,TAM 1
18960,TAM 2
18961,Proliferating TAM
18962,Tcells 2
18963,TAM 1
18964,TAM 1
18965,TAM 1
18966,TAM 3
18967,NK
18968,Tcells 1
18969,TAM 1
18970,TAM 1
18971,Proliferating TAM
18972,TAM 1
18973,Proliferating T cells
18974,TAM 1
18975,TAM 1
18976,NK
18977,Treg
18978,TAM 2
18979,TAM 1
18980,TAM 1
18981,TAM 3
18982,TAM 2
18983,Mono 1
18984,Mono 1
18985,TAM 1
18986,TAM 2
18987,Tcells 1
18988,TAM 1
18989,TAM 1
18990,TAM 2
18991,TAM 1
18992,TAM 2
18993,Tcells 1
18994,TAM 1
18995,TAM 1
18996,Tcells 1
18997,TAM 1
18998,TAM 1
18999,TAM 3
19000,Proliferating TAM
19001,Tcells 2
19002,TAM 1
19003,cDC2
19004,TAM 1
19005,TAM 2
19006,Tcells 1
19007,Tcells 2
19008,TAM 4
19009,cDC2
19010,TAM 1
19011,TAM 1
19012,cDC2
19013,Tcells 1
19014,Proliferating TAM
19015,TAM 2
19016,Treg
19017,TAM 1
19018,Proliferating TAM
19019,TAM 2
19020,Mono 1
19021,TAM 2
19022,NK
19023,Mono 1
19024,Proliferating TAM
19025,Mono 2
19026,TAM 1
19027,TAM 1
19028,Tcells 1
19029,TAM 1
19030,Tcells 1
19031,Tcells 1
19032,Mono 1
19033,TAM 2
19034,cDC2
19035,Tcells 2
19036,NK
19037,TAM 1
19038,cDC2
19039,Proliferating TAM
19040,Proliferating TAM
19041,Tcells 1
19042,TAM 1
19043,Mono 1
19044,TAM 1
19045,TAM 1
19046,Tcells 2
19047,TAM 1
19048,Proliferating T cells
19049,Tcells 1
19050,NK
19051,TAM 1
19052,Tcells 2
19053,Mono 2
19054,Proliferating T cells
19055,Proliferating TAM
19056,TAM 1
19057,TAM 2
19058,TAM 2
19059,Tcells 1
19060,TAM 3
19061,TAM 1
19062,Mono 1
19063,Proliferating TAM
19064,TAM 1
19065,TAM 2
19066,NK
19067,Tcells 1
19068,cDC1
19069,TAM 2
19070,Mono 1
19071,Tcells 2
19072,Proliferating TAM
19073,Proliferating TAM
19074,Tcells 1
19075,TAM 1
19076,Tcells 2
19077,TAM 2
19078,TAM 1
19079,Tcells 1
19080,TAM 2
19081,Tcells 1
19082,Tcells 1
19083,Mono 1
19084,Proliferating TAM
19085,Tcells 2
19086,TAM 3
19087,TAM 2
19088,Proliferating TAM
19089,TAM 1
19090,TAM 2
19091,TAM 1
19092,Proliferating TAM
19093,Tcells 1
19094,NK
19095,TAM 1
19096,Tcells 1
19097,Proliferating TAM
19098,TAM 4
19099,NK
19100,Tcells 1
19101,Proliferating T cells
19102,TAM 1
19103,TAM 2
19104,TAM 3
19105,Tcells 1
19106,TAM 2
19107,Tcells 1
19108,Proliferating T cells
19109,TAM 4
19110,Mono 1
19111,Tcells 1
19112,TAM 1
19113,TAM 1
19114,TAM 1
19115,TAM 2
19116,TAM 4
19117,TAM 1
19118,TAM 1
19119,Tcells 1
19120,TAM 1
19121,Tcells 2
19122,cDC2
19123,cDC1
19124,Mono 2
19125,TAM 1
19126,Proliferating T cells
19127,Mono 2
19128,TAM 1
19129,Tcells 1
19130,Tcells 1
19131,TAM 3
19132,TAM 1
19133,Proliferating TAM
19134,TAM 1
19135,Mono 1
19136,TAM 4
19137,TAM 2
19138,Mono 2
19139,TAM 2
19140,TAM 2
19141,TAM 1
19142,Tcells 1
19143,Tcells 2
19144,TAM 1
19145,TAM 1
19146,Tcells 3
19147,TAM 2
19148,Tcells 1
19149,TAM 2
19150,Tcells 1
19151,TAM 1
19152,TAM 1
19153,Proliferating TAM
19154,Mono 2
19155,TAM 1
19156,Tcells 1
19157,Proliferating T cells
19158,Proliferating TAM
19159,TAM 1
19160,TAM 1
19161,TAM 1
19162,TAM 1
19163,Tcells 1
19164,Tcells 1
19165,Tcells 1
19166,TAM 1
19167,Proliferating TAM
19168,Tcells 2
19169,Tcells 2
19170,NK
19171,TAM 2
19172,TAM 1
19173,TAM 2
19174,TAM 1
19175,Treg
19176,Tcells 2
19177,TAM 1
19178,TAM 1
19179,TAM 1
19180,TAM 2
19181,Proliferating TAM
19182,Treg
19183,TAM 4
19184,Mono 1
19185,Mono 2
19186,TAM 2
19187,Proliferating T cells
19188,TAM 1
19189,TAM 1
19190,Tcells 1
19191,TAM 1
19192,Mono 2
19193,Tcells 1
19194,Treg
19195,TAM 2
19196,TAM 1
19197,Tcells 1
19198,cDC2
19199,Mono 1
19200,Proliferating T cells
19201,Tcells 2
19202,Proliferating TAM
19203,TAM 2
19204,TAM 2
19205,TAM 1
19206,Proliferating TAM
19207,TAM 2
19208,TAM 1
19209,TAM 2
19210,Tcells 2
19211,TAM 1
19212,Proliferating TAM
19213,Mono 2
19214,TAM 1
19215,TAM 2
19216,TAM 4
19217,TAM 1
19218,TAM 1
19219,Mono 1
19220,Tcells 1
19221,TAM 1
19222,TAM 1
19223,TAM 1
19224,TAM 2
19225,NK
19226,TAM 1
19227,Tcells 1
19228,Tcells 2
19229,Treg
19230,Mono 1
19231,Tcells 1
19232,Mono 1
19233,TAM 2
19234,TAM 2
19235,TAM 1
19236,TAM 1
19237,TAM 4
19238,Mono 2
19239,TAM 4
19240,NK
19241,Proliferating T cells
19242,TAM 1
19243,Tcells 1
19244,Tcells 1
19245,Tcells 3
19246,TAM 2
19247,TAM 4
19248,Mono 2
19249,TAM 1
19250,Tcells 1
19251,TAM 1
19252,Mono 2
19253,TAM 2
19254,Tcells 2
19255,Tcells 1
19256,TAM 1
19257,TAM 4
19258,Tcells 1
19259,Tcells 1
19260,TAM 3
19261,TAM 2
19262,TAM 2
19263,TAM 1
19264,TAM 1
19265,TAM 2
19266,TAM 4
19267,TAM 1
19268,TAM 4
19269,NK
19270,TAM 1
19271,Tcells 2
19272,TAM 1
19273,TAM 1
19274,TAM 1
19275,Mono 1
19276,Tcells 1
19277,TAM 1
19278,TAM 1
19279,TAM 2
19280,TAM 4
19281,Tcells 2
19282,Tcells 1
19283,Tcells 2
19284,TAM 2
19285,TAM 2
19286,TAM 1
19287,Proliferating TAM
19288,TAM 1
19289,TAM 2
19290,Proliferating TAM
19291,TAM 1
19292,TAM 2
19293,TAM 1
19294,Tcells 1
19295,TAM 1
19296,Tcells 1
19297,TAM 1
19298,TAM 4
19299,TAM 1
19300,Proliferating T cells
19301,Tcells 1
19302,TAM 1
19303,Tcells 1
19304,Treg
19305,TAM 2
19306,Proliferating TAM
19307,Treg
19308,TAM 1
19309,TAM 2
19310,TAM 1
19311,Proliferating TAM
19312,TAM 2
19313,Mono 1
19314,TAM 1
19315,TAM 1
19316,TAM 1
19317,cDC2
19318,Tcells 1
19319,TAM 1
19320,TAM 1
19321,TAM 2
19322,Tcells 3
19323,TAM 1
19324,TAM 2
19325,TAM 1
19326,Proliferating TAM
19327,TAM 1
19328,TAM 2
19329,TAM 2
19330,TAM 1
19331,Proliferating T cells
19332,Tcells 3
19333,Mono 2
19334,Tcells 2
19335,Tcells 1
19336,Proliferating TAM
19337,TAM 2
19338,Proliferating TAM
19339,Tcells 1
19340,TAM 2
19341,TAM 1
19342,TAM 1
19343,Tcells 1
19344,Proliferating TAM
19345,TAM 1
19346,TAM 1
19347,Proliferating TAM
19348,TAM 2
19349,TAM 1
19350,TAM 1
19351,Proliferating TAM
19352,NK
19353,TAM 2
19354,TAM 2
19355,Proliferating TAM
19356,Mono 1
19357,Mono 1
19358,Tcells 1
19359,NK
19360,Mono 2
19361,Tcells 1
19362,Treg
19363,TAM 4
19364,Tcells 1
19365,Mono 1
19366,TAM 3
19367,NK
19368,Tcells 2
19369,Tcells 1
19370,TAM 2
19371,TAM 4
19372,TAM 1
19373,TAM 2
19374,TAM 2
19375,Proliferating TAM
19376,Proliferating T cells
19377,Tcells 1
19378,TAM 1
19379,TAM 3
19380,TAM 2
19381,Tcells 1
19382,Proliferating TAM
19383,Proliferating T cells
19384,TAM 1
19385,TAM 4
19386,TAM 4
19387,TAM 4
19388,TAM 1
19389,Mono 1
19390,TAM 1
19391,Mono 2
19392,TAM 1
19393,NK
19394,Proliferating TAM
19395,Tcells 2
19396,Tcells 1
19397,Tcells 2
19398,TAM 1
19399,TAM 1
19400,Mono 1
19401,TAM 4
19402,TAM 2
19403,Tcells 1
19404,TAM 2
19405,TAM 1
19406,TAM 3
19407,Tcells 1
19408,TAM 1
19409,TAM 2
19410,TAM 2
19411,TAM 1
19412,TAM 2
19413,Tcells 1
19414,Mono 1
19415,Proliferating TAM
19416,Tcells 1
19417,Tcells 1
19418,cDC2
19419,Proliferating TAM
19420,TAM 1
19421,Treg
19422,Proliferating TAM
19423,TAM 2
19424,Tcells 1
19425,Treg
19426,TAM 2
19427,Tcells 1
19428,pDC
19429,Tcells 1
19430,Tcells 1
19431,TAM 1
19432,TAM 4
19433,TAM 1
19434,TAM 1
19435,TAM 1
19436,TAM 4
19437,TAM 1
19438,TAM 1
19439,TAM 2
19440,TAM 4
19441,TAM 1
19442,Proliferating TAM
19443,Proliferating TAM
19444,Tcells 1
19445,cDC2
19446,TAM 1
19447,TAM 2
19448,Proliferating TAM
19449,TAM 1
19450,Mono 2
19451,Tcells 1
19452,Mono 2
19453,TAM 4
19454,TAM 2
19455,Mono 2
19456,Tcells 1
19457,TAM 1
19458,Tcells 1
19459,Proliferating TAM
19460,TAM 1
19461,TAM 1
19462,TAM 1
19463,TAM 1
19464,Tcells 1
19465,TAM 1
19466,TAM 2
19467,Proliferating TAM
19468,TAM 4
19469,Tcells 1
19470,Tcells 1
19471,Tcells 2
19472,TAM 1
19473,TAM 4
19474,TAM 4
19475,Tcells 2
19476,TAM 1
19477,TAM 2
19478,Proliferating TAM
19479,TAM 3
19480,Tcells 1
19481,TAM 1
19482,TAM 2
19483,Proliferating T cells
19484,Proliferating TAM
19485,TAM 1
19486,TAM 4
19487,TAM 1
19488,Proliferating TAM
19489,Proliferating TAM
19490,TAM 1
19491,TAM 1
19492,Proliferating TAM
19493,Tcells 2
19494,Proliferating TAM
19495,NK
19496,TAM 1
19497,TAM 1
19498,Proliferating T cells
19499,TAM 1
19500,TAM 2
19501,TAM 1
19502,Proliferating TAM
19503,TAM 2
19504,TAM 1
19505,NK
19506,TAM 3
19507,TAM 4
19508,Proliferating TAM
19509,TAM 1
19510,Tcells 1
19511,Tcells 1
19512,TAM 3
19513,Tcells 2
19514,TAM 2
19515,TAM 1
19516,Treg
19517,TAM 1
19518,Tcells 1
19519,TAM 4
19520,Tcells 1
19521,Tcells 1
19522,TAM 1
19523,TAM 2
19524,TAM 3
19525,Mono 2
19526,Tcells 1
19527,Proliferating TAM
19528,Treg
19529,TAM 1
19530,Mono 1
19531,Mono 1
19532,TAM 1
19533,Tcells 1
19534,Proliferating TAM
19535,TAM 2
19536,Proliferating TAM
19537,TAM 4
19538,NK
19539,cDC1
19540,TAM 1
19541,cDC2
19542,TAM 2
19543,TAM 1
19544,TAM 1
19545,Proliferating TAM
19546,TAM 1
19547,TAM 1
19548,Tcells 1
19549,NK
19550,TAM 2
19551,Mono 1
19552,NK
19553,TAM 1
19554,TAM 1
19555,TAM 1
19556,Tcells 2
19557,TAM 1
19558,Proliferating TAM
19559,TAM 1
19560,TAM 1
19561,cDC2
19562,Tcells 1
19563,TAM 2
19564,Proliferating TAM
19565,TAM 2
19566,TAM 2
19567,TAM 1
19568,TAM 2
19569,Proliferating TAM
19570,TAM 2
19571,TAM 1
19572,TAM 2
19573,Tcells 2
19574,Tcells 1
19575,TAM 1
19576,Tcells 3
19577,Tcells 3
19578,cDC2
19579,Proliferating TAM
19580,Tcells 1
19581,Mono 2
19582,TAM 1
19583,Proliferating TAM
19584,TAM 1
19585,Proliferating TAM
19586,Tcells 1
19587,TAM 2
19588,pDC
19589,Mono 1
19590,TAM 2
19591,TAM 1
19592,Tcells 1
19593,Tcells 2
19594,TAM 1
19595,Tcells 1
19596,TAM 1
19597,TAM 1
19598,TAM 2
19599,TAM 1
19600,Mono 1
19601,TAM 1
19602,Proliferating TAM
19603,Proliferating TAM
19604,Proliferating TAM
19605,NK
19606,Treg
19607,TAM 2
19608,TAM 1
19609,Mono 1
19610,Proliferating TAM
19611,Tcells 2
19612,pDC
19613,TAM 1
19614,Treg
19615,Tcells 1
19616,TAM 1
19617,TAM 2
19618,TAM 1
19619,TAM 1
19620,TAM 1
19621,TAM 1
19622,Tcells 1
19623,TAM 1
19624,Tcells 1
19625,TAM 2
19626,TAM 2
19627,Proliferating TAM
19628,TAM 2
19629,TAM 4
19630,Tcells 2
19631,Tcells 1
19632,Proliferating TAM
19633,Proliferating TAM
19634,TAM 1
19635,TAM 1
19636,TAM 1
19637,TAM 1
19638,Mono 2
19639,TAM 1
19640,TAM 1
19641,Tcells 2
19642,Tcells 1
